,리뷰수(개),평점,평균 연봉(만)
흥국생명보험(주),279,2.5,5310
기술보증기금,277,4.1,5484
(주)다스카손해사정화재해상,271,2.5,2948
악사손해보험(주),271,3.3,4702
하나증권(주),268,3.0,5711
에이원손해사정(주),259,2.4,2771
공무원연금공단,254,2.8,3848
산와대부(주),248,2.0,3867
케이비국민카드(주),247,3.7,6870
케이비증권(주),241,3.5,5809
(주)카카오뱅크,240,3.7,6502
(주)이동의즐거움,234,2.1,3818
유안타증권(주),232,3.2,5393
하나캐피탈(주),232,2.1,5156
(주)이상투자그룹,228,2.1,3499
신영증권(주),228,2.9,4651
삼성화재애니카손해사정(주),227,2.8,4730
케이비캐피탈(주),222,2.8,6226
대구은행(주),217,3.7,5713
미래에셋증권(주),217,3.4,5442
(주)카카오페이,216,3.8,5790
인카금융서비스(주),212,2.5,3178
미래에셋생명보험(주),205,2.9,6046
흥국화재해상보험(주),205,2.6,5841
한화투자증권(주),202,2.8,5277
피플라이프(주),199,2.5,3340
(주)에즈금융서비스,197,2.3,2832
수산업협동조합중앙회,197,3.1,4898
경남은행(주),196,3.1,5705
광주은행(주),196,3.5,4882
부산은행(주),193,3.4,5853
(주)케이뱅크,192,3.0,6222
고려신용정보(주),190,2.5,3436
(주)한국투자저축은행,188,2.9,5028
엔에이치농협캐피탈(주),182,2.4,4705
신용협동조합중앙회,181,3.8,4699
웰컴크레디라인대부(주),180,2.3,3674
(주)우리카드,178,2.8,5875
제이비우리캐피탈(주),178,3.0,5947
한국무역보험공사,177,4.1,4874
롯데캐피탈(주),174,2.5,5409
케이디비생명보험(주),169,2.8,5443
동양생명보험(주),165,3.1,4877
유진투자증권(주),165,2.9,5107
(주)에이플러스에셋어드바이저,159,2.2,3257
농협생명보험(주),159,3.5,6555
제이티친애저축은행(주),157,2.1,3550
프라임에셋(주),157,2.8,3413
(주)조이크레디트대부금융,152,1.9,3202
아프로파이낸셜대부(주),152,2.5,3947
예금보험공사,152,4.0,5667
비엠더블유파이낸셜서비스코리아(주),151,2.8,4816
에이비엘생명보험(주),147,3.5,5825
(주)핀크,146,3.2,5311
메르세데스벤츠파이낸셜서비스코리아(주),145,2.6,4716
(주)페퍼저축은행,143,2.3,4137
신한저축은행(주),143,2.5,4724
오릭스캐피탈코리아(주),141,2.9,4816
디비생명보험(주),139,2.9,4453
케이비생명보험(주),137,2.6,4889
하나손해보험(주),137,3.0,5119
한국벤처투자,137,3.0,4773
에이아이지손해보험(주),134,3.3,5584
미래에셋자산운용(주),133,3.5,6571
아주캐피탈(주),133,3.0,5694
이베스트투자증권(주),133,3.0,4864
(주)애큐온캐피탈,131,2.7,5650
미쓰비시도쿄유에프제이은행서울지점(주),131,2.1,4294
현대차증권(주),131,2.9,5595
디비씨에이에스손해사정(주),130,2.2,3252
(주)한국거래소,128,4.0,5532
아이비케이투자증권(주),128,2.5,4491
에스케이증권(주),126,3.5,4993
유화증권(주),126,2.3,3910
롯데멤버스(주),124,2.6,5378
전북은행(주),124,2.8,4989
(주)한빛자산관리대부,122,1.8,3109
새마을금고중앙회,122,3.4,5789
농협손해보험(주),119,3.7,6228
중국은행서울지점,119,1.9,3710
한국외환은행(주),119,3.3,6606
한국예탁결제원,117,4.2,5991
(주)글로벌금융판매,116,2.4,2963
다올투자증권(주),115,2.9,4708
브이피(주),114,2.3,4159
한패스(주),112,2.3,4296
현대라이프생명보험(주),111,2.6,5346
엠캐피탈(주),110,2.4,5141
(주)코인원,109,3.4,5090
건설근로자공제회,109,3.1,4243
현대하이카손해사정(주),109,3.5,4953
(주)코빗,108,3.3,5105
사립학교교직원연금공단,107,3.9,4065
(주)바로크레디트대부,106,2.6,3122
(주)오에스비저축은행,106,2.6,4013
글로벌텍스프리(주),105,2.7,3570
메리츠증권(주),105,3.5,5386
아이비케이캐피탈(주),105,3.8,7620
(주)상상인저축은행,104,2.8,4655
디지비캐피탈(주),104,2.4,5449
알씨아이파이낸셜서비스코리아(주),103,3.0,4841
한국예술인복지재단,103,2.3,3552
(주)이크레더블,102,2.9,4821
한화자산운용(주),102,3.1,5530
미즈호코퍼레이트은행서울지점,101,2.5,3664
에셋플러스자산운용(주),97,2.2,4201
교보증권(주),96,3.8,5567
(주)미래크레디트대부,94,2.5,3259
엘아이지손해보험(주),93,3.4,6764
한국교직원공제회,89,3.8,5199
디비씨에스아이손해사정(주),88,2.8,4459
비엔피파리바카디프생명보험(주),88,2.9,5496
하이투자증권(주),86,3.3,5612
도이치은행서울지점,85,2.8,6768
비엔피파리바은행서울지점,84,2.5,5058
서울신용보증재단,84,3.8,4622
아프로서비스그룹대부(주),84,2.6,3955
(주)더퍼스트인베스트먼트,82,3.4,3338
(주)스마트저축은행,81,2.5,3888
(주)한국토지신탁,81,3.8,6856
피씨에이생명보험(주),81,2.6,4457
금융감독원,80,3.9,5445
엠지손해보험(주),80,2.8,5609
미쓰이스미토모은행서울지점(주),79,2.7,4279
케이프투자증권,79,2.9,5652
한국투자공사,78,3.6,4868
에스엘이노베이션스(주),77,1.5,3416
(주)중국공상은행,76,2.4,4187
(주)피플펀드컴퍼니,76,3.9,5155
(주)스트리미,70,3.8,4571
(주)코람코자산신탁,69,3.6,5793
(주)아이씨비,67,3.2,4031
옐로우캐피탈대부(주),67,2.1,3129
신한캐피탈(주),66,3.4,6177
코리아신탁(주),66,4.0,4894
대신저축은행(주),65,2.4,4787
저축은행중앙회,65,2.8,5236
키움에셋플래너(주),64,2.7,4253
엠케이컨설팅(주),63,1.3,2298
의왕새마을금고,63,2.4,4822
한국자산신탁(주),63,3.2,6019
(주)스타크레디트대부,62,2.2,3740
동부증권(주),61,2.6,4833
삼성자산운용(주),60,3.7,7366
신한자산신탁(주),60,3.5,5332
(주)태강대부,59,2.3,3086
복합금융컨설팅(주),58,3.7,2395
(사)금융결제원,57,4.1,5528
(주)케이비저축은행,57,2.0,4427
기업금융센터(주),57,3.0,2701
메리츠캐피탈(주),57,2.5,5060
코리안리재보험(주),57,4.1,8041
(주)고위드,56,2.8,4528
한국투자신탁운용(주),55,3.5,5584
제주은행(주),54,2.7,5061
(주)다올저축은행,52,2.9,4983
삼성화재손해사정서비스(주),52,3.0,3342
인제대학교상계백병원,52,2.7,4226
토요타파이낸셜서비스코리아(주),52,2.3,5773
서울법인재무설계센터(주),51,2.2,2798
동양증권(주),50,2.9,3834
전문건설공제조합,50,3.5,5986
(주)센트비,49,2.9,3930
(주)에잇퍼센트,49,3.4,4113
한국캐피탈(주),49,2.9,4650
한국펀드파트너스(주),49,2.7,4757
(주)어니스트펀드,48,3.4,3577
교보라이프플래닛생명보험(주),48,3.0,4876
우리투자증권(주),48,3.5,7035
캐롯손해보험(주),48,3.4,6936
투게더앱스(주),48,3.2,3804
신한자산운용(주),47,3.1,4836
엘아이지자동차손해사정(주),47,2.5,3201
(주)미라클에셋,46,3.6,2741
(주)트래블로버,46,2.3,2867
하나생명보험(주),46,2.8,4678
(주)체인파트너스,45,2.1,4667
서울약사신용협동조합,45,2.7,3495
아주저축은행(주),45,2.2,4005
키움저축은행(주),45,3.1,4285
(주)동양저축은행,43,3.6,3310
"NMSI, Inc.",43,2.9,3820
대한지방행정공제회,43,3.8,4556
대한토지신탁(주),43,3.7,6007
미래신용정보(주),43,2.3,3707
히스보험중개(주),43,3.3,4691
(주)조은저축은행,42,2.2,4446
동부씨에스아이손해사정(주),42,2.8,4068
콴텍(주),42,2.8,4023
신용보증재단중앙회,41,3.5,4750
외환펀드서비스(주),41,2.2,3939
한국증권금융(주),41,4.3,5712
이지스자산운용(주),40,3.9,6567
(주)서울기업금융서비스,39,2.1,2242
농협금융지주(주),39,3.4,2829
케이비투자증권(주),39,2.9,4213
(주)한화저축은행,38,2.9,5325
교보자산신탁(주),38,3.1,5705
흥국증권(주),38,2.5,3669
(주)하나자산신탁,37,3.6,5460
다올자산운용(주),37,2.7,4840
삼성화재해상보험(주) SRA,37,3.1,4712
(주)바로저축은행,36,2.0,4271
케이에프지(주),35,2.9,4739
흥국자산운용(주),35,3.1,4904
교보악사자산운용(주),34,2.7,4400
네이버파이낸셜(주),34,4.3,5424
더블유에셋(주),34,2.7,2999
로버스트자산운용(주),34,4.3,4578
서울보험계리법인(주),34,3.4,3945
(주)하나대체투자자산운용,33,2.6,6532
군인공제회,33,3.3,6049
부국증권(주),33,2.6,4785
태양화재특종손해사정(주),33,2.7,3101
(주)넥스젠파이낸스대부,32,2.8,3085
케이디비캐피탈(주),32,3.8,6375
(주)세람저축은행,31,2.7,3823
건설공제조합,31,3.9,6297
에스아이증권(주),31,2.7,4349
한국해양진흥공사,31,4.0,5224
모빈스(주),30,2.3,2569
축협,30,2.8,3924
충남신용보증재단,30,3.3,3725
(주)드림저축은행,29,2.9,4009
고려해상화재손해사정(주),29,1.9,3327
남양저축은행(주),29,1.4,3868
대신자산운용(주),29,2.0,5231
삼성선물(주),29,3.4,4091
에이플러스에셋,29,2.2,2969
엔지니어링공제조합,29,3.0,3725
포도재무설계(주),29,3.0,2687
한국재무설계(주),29,3.2,3513
(주)굿모닝코리아자산관리,28,2.5,2358
(주)데일리펀딩,28,4.2,4101
(주)핀컨시어지,28,1.5,3684
국내법인기업금융센터(주),28,2.3,2702
더케이저축은행(주),28,3.5,4023
에이치케이저축은행(주),28,2.6,4228
현대인베스트먼트자산운용(주),28,3.1,4778
(주)씨와이솔루션즈,27,3.9,2964
미래에셋캐피탈(주),27,2.2,5898
밸류인베스트코리아(주),27,2.0,3162
지에이코리아(주),27,3.0,3107
(주)바이릿지,26,2.2,2439
동양파이낸셜대부(주),26,3.2,3019
보험개발원(사),26,4.0,6577
(주)디셈버앤컴퍼니,25,3.1,6205
(주)로이드손해사정,25,2.1,0
(주)옵타움플랫폼,25,2.3,3343
다이와증권캐피탈마켓코리아(주),25,2.4,4710
브이아이자산운용(주),25,2.4,4910
테크메이트코리아대부(주),25,2.5,2881
경기남부수산업협동조합,24,1.8,3882
경인북부수산업협동조합,24,1.5,3704
농협자산관리회사,24,3.6,5331
스타베타(주),24,4.1,4875
에이온코리아보험중개(주),24,2.9,5499
서울손해사정(주),23,2.3,2713
스페컴(주),23,1.7,2692
지큐(주),23,2.7,2383
케이피보험서비스(주),23,2.6,5316
하나금융파인드(주),23,2.3,5548
하나유비에스자산운용(주),23,2.5,5212
한화증권(주),23,3.2,6114
(주)나이스대부,22,2.7,3088
(주)데일리금융그룹,22,2.5,3300
동부저축은행(주),22,2.0,4064
마스턴투자운용(주),22,4.2,6345
에스비아이코스머니(주),22,2.1,4410
플러스자산운용(주),22,1.6,4478
한국스탠다드차타드금융지주(주),22,3.3,2238
디에스투자증권(주),21,3.5,4474
애니카자동차손해사정서비스(주),21,3.1,4951
엔에이치농협선물(주),21,2.9,4520
오픈트레이드(주),21,2.5,3110
한국스마트아이디(주),21,2.1,4044
(주)기업금융센타,20,2.6,2950
(주)카카오페이증권,20,2.9,5252
대전충남양돈축산업협동조합,20,3.2,4179
맥쿼리증권(주),20,3.7,9240
콜렉트대부(주),20,3.0,3445
(주)커넥,19,3.5,5302
비엔피파리바증권(주),19,3.5,3906
소프트웨어공제조합,19,3.7,4142
유진자산운용(주),19,3.2,5908
제주어류양식수산업협동조합,19,1.8,4032
하나에스케이카드(주),19,2.8,4673
소시에테제네랄은행서울지점,18,3.4,4844
우리금융지주(주),18,3.2,7251
유비에스은행서울지점,18,3.3,6849
케이알투자증권(주),18,3.4,2685
디비에스은행서울지점,17,3.5,3559
미쓰이스미토모해상화재보험(주)한국지점,17,3.8,5607
뱅크오브아메리카,17,3.4,8682
인천신용보증재단,17,3.6,3618
대한주택보증(주),16,3.9,7173
롯데피에스넷(주),16,2.6,3144
아이엠엠인베스트먼트(주),16,3.9,6836
엔에이치선물(주),16,2.9,4719
우리자산운용(주),16,2.3,4707
유진투자선물(주),16,2.4,3374
인슈넷(주),16,3.6,2352
인스컴퍼니(주),16,3.2,2641
골든브릿지자산운용(주),15,2.9,4193
루트에너지(주),15,3.1,3528
스테이트스트리트은행서울지점,15,3.1,5518
코라오홀딩스(주),15,1.9,5118
프랭클린템플턴투자신탁운용(주),15,3.1,6025
한화생명금융서비스(주),15,3.2,3882
도이치증권(주),14,3.4,5041
라이나금융서비스(주),14,2.9,5760
솔로몬저축은행,14,3.3,5877
에이치디씨자산운용(주),14,2.3,4531
(주)뱅크몰,13,3.2,4028
(주)이롬넷,13,3.0,4963
농협중앙회 안심축산분사,13,2.8,2325
메릴린치인터내셔날인코포레이티드증권서울지점,13,3.8,20112
신라저축은행(주),13,3.0,4011
에이스생명보험(주),13,2.5,4656
우리글로벌자산운용(주),13,3.0,4565
이화자산운용(주),13,3.8,6295
파주연천축산업협동조합,13,1.3,3516
피아이에스보험중개(주),13,3.3,3115
한국씨티그룹캐피탈(주),13,3.5,4175
현대하이카다이렉트자동차보험(주),13,3.2,3983
맥쿼리그룹,12,3.5,7423
스카이저축은행(주),12,2.8,3249
에이플러스손해사정(주),12,2.2,2819
인슈랩(주),12,2.5,2395
(사)한국사회복지공제회,11,2.6,3349
(주)스타리치어드바이져,11,2.5,2695
(주)지엘엔인터내셔널,11,2.6,0
(주)케이비금융지주,11,4.3,8139
노무라증권,11,3.9,5055
아주아이비투자(주),11,3.5,5323
엔에이치농협증권(주),11,3.8,7994
제이피모간증권회사,11,3.0,6876
헤브론스타벤처스(주),11,2.8,2951
디비자산운용(주),10,3.1,5923
삼정케이피엠지금융보험계리(주),10,3.2,5517
신반월새마을금고,10,2.3,4098
오마이컴퍼니(주),10,3.8,3186
인터페이(주),10,2.5,4174
한국스탠다드차타드펀드서비스(주),10,2.9,4774
골드문핀텍(주),9,4.4,0
농심캐피탈(주),9,3.6,6826
두산캐피탈(주),9,3.4,6540
보험계리법인알엔에이컨설팅(주),9,3.9,3776
아이비케이저축은행(주),9,2.4,4077
알리안츠글로벌인베스터스자산운용(주),9,3.4,11327
알파자산운용(주),9,2.9,5943
이랜드(주) 식품사업부,9,3.0,3656
중국건설은행(주)서울지점,9,3.2,5083
카스코화재해상손해사정(주),9,2.1,3347
쿼터백자산운용(주),9,2.8,3584
크레디트스위스증권서울지점,9,4.1,19295
탑화재특종손해사정(주),9,2.4,2129
(주)브이핀테크,8,3.5,3010
(주)윙크스톤파트너스,8,3.0,3964
뉴패러다임인베스트먼트(주),8,3.8,0
모간스탠리인터내셔날증권회사영업소,8,4.0,5033
씨앤에이치(주),8,3.4,3204
아이엠투자증권(주),8,4.0,4200
위홀딩스(주),8,3.0,2211
인트러스투자운용(주),8,1.8,6001
지에프아이코리아외국환중개(주),8,2.6,4619
청운신용협동조합,8,2.1,4079
트래디션코리아외국환중개(주),8,2.9,4599
하인스자산관리(주),8,1.8,1845
한국투자파트너스(주),8,2.0,5922
(주)리딩플러스,7,3.7,3346
(주)신한벤처투자,7,4.1,9034
(주)에이티엠플러스,7,2.7,2603
(주)크로스이엔에프,7,3.3,3219
거제수산업협동조합,7,1.4,3740
교보에이아이엠자산운용(주),7,2.4,3954
니탄캐피탈코리아외국환중개(주),7,2.6,9301
더치트(주),7,2.4,2617
동아백화점(조합),7,2.7,3533
동암신용협동조합,7,3.6,2974
모우다(주),7,3.4,3457
보험몰닷컴(주),7,3.1,2925
삼성미소금융재단(사),7,3.6,3849
소방산업공제조합,7,3.6,4486
스파크랩(주),7,3.3,5402
신한포스(주),7,2.1,3013
엠에스아이대부(주),7,2.1,3888
예신저축은행,7,1.9,1680
우리아비바생명보험(주),7,2.9,4200
토러스투자증권(주),7,2.4,3003
하나에이아이엠투자운용(주),7,1.7,2746
(주)위펀딩,6,4.0,3160
(주)펜인베스트먼트,6,4.2,3283
신한금융지주회사(주),6,3.5,7889
씨엘에스에이코리아증권(주),6,4.5,6231
알엔에이애널리틱스(주),6,2.3,4863
제이피모간자산운용코리아(주),6,3.7,12140
제주감귤농업협동조합,6,2.7,4086
칸서스자산운용(주),6,2.7,4221
한국화훼농업협동조합,6,4.0,3802
(주)에이치비캐피탈,5,2.0,5694
(주)지오엠아이앤씨,5,2.8,0
(주)피아이에이,5,3.4,5082
(주)한국스탠다드차타드증권,5,3.4,4113
기술신용보증기금,5,4.0,6708
메리츠금융서비스(주),5,2.0,2971
미리어드생명과학(주),5,5.0,0
바클레이즈캐피탈증권(주),5,3.4,4667
비디에이코리아,5,3.4,5667
비에스캐피탈(주),5,3.8,4517
아세아화재특종손해사정(주),5,2.6,2925
아프로캐피탈(주),5,2.0,2500
에스비아이인베스트먼트(주),5,2.8,10505
유니온투자파트너스(주),5,4.6,4743
인성저축은행(주),5,2.8,5180
자본재공제조합,5,3.0,5426
캡스톤파트너스(유),5,4.6,3151
한국스탠다드차타드캐피탈(주),5,3.0,4088
(주)업사이드,4,1.5,3200
NEW WAVE LENDING GROUP INC.,4,3.8,3212
골드만삭스인터내셔날은행서울지점,4,3.5,5815
다올커뮤니케이션(주),4,3.0,1874
리하트병원,4,1.3,2600
비에스투자증권(주),4,4.0,5600
비큐러스,4,2.5,2596
인천치과의사신용협동조합,4,2.3,5185
지이캐피탈코리아(주),4,4.3,1260
코스모캐피탈(주),4,3.3,3329
하이캐피탈대부(주),4,3.0,3103
(주)소딧,3,1.0,2797
(주)핀스프로토콜,3,3.3,0
내셔널에프피(주),3,3.3,2480
두산인프라코어신용협동조합,3,4.0,7152
라살자산운용(주),3,4.7,6270
보험프라자(주),3,1.0,0
부산치과의사신용협동조합,3,2.0,5757
씨엔에이대부(주),3,4.0,4180
에이에스피반도체(주),3,3.0,0
에이티넘인베스트먼트(주),3,5.0,12800
울산태화신용협동조합,3,1.0,3636
웰스파고은행서울지점,3,4.0,4082
티와이머니대부(주),3,2.7,4868
피에스파이낸셜,3,5.0,3113
피엔에스해밀(주),3,3.3,0
한국금융플랫폼(주),3,3.3,3315
(주)엔에프피,2,4.5,0
(주)온투인,2,1.0,0
(주)인피니티익스체인지코리아,2,5.0,4489
(주)페이스토리,2,4.5,0
Onix Capital,2,5.0,0
강서신용협동조합,2,2.5,4416
광양시새마을금고,2,1.0,4643
국제신탁(주),2,3.5,3315
나이스비즈니스플랫폼(주),2,2.0,4658
더블유큐브(주),2,3.0,1680
동대문동부 새마을금고,2,2.5,3900
마이애셋자산운용(주),2,3.5,7137
몬키대부중개(주),2,3.0,2255
발안농업협동조합,2,4.5,6461
서안동농업협동조합,2,2.0,7173
송파농업협동조합,2,2.0,7813
스마일게이트인베스트먼트(주),2,4.5,10837
시너지투자자문(주),2,4.0,4629
씨엑스씨종합캐피탈(주),2,3.0,3413
엔에이치엔인베스트먼트(주),2,3.5,4997
영광농업협동조합,2,1.0,4641
오토마을(주),2,1.5,0
유비에스증권리미티드(영업소),2,4.0,19579
이노폴리스파트너스(유),2,5.0,0
이다이렉트(주),2,2.5,4605
케이인베스트먼트(주),2,5.0,6169
케이제이아이대부금융(유),2,2.5,3380
코오롱인베스트먼트(주),2,4.5,6825
키움인베스트먼트(주),2,4.5,3790
킴스코화재특종손해사정(주),2,4.0,3479
토마토2저축은행(주),2,3.0,4225
파인스트리트자산관리(주),2,2.0,4305
한국에프피그룹(주),2,3.5,1851
한국피비자산관리(주),2,2.5,3510
(주)다온핀테크,1,5.0,0
(주)에스비파트너스,1,5.0,0
(주)젠엑시스,1,4.0,0
가이브(주),1,3.0,1968
강동신용협동조합,1,3.0,0
구로신용협동조합,1,5.0,7061
굿모닝캐피탈대부(주),1,3.0,2340
금호종합금융(주),1,3.0,5965
김해축산업협동조합,1,4.0,6199
남.북가좌 새마을금고,1,4.0,3075
대구신라신용협동조합,1,3.0,2884
두나무투자일임(주),1,3.0,7003
두리손해사정법인,1,2.0,0
드림하이캐피탈대부(주),1,4.0,0
롯데칠성음료신용협동조합,1,2.0,3149
릴리,1,3.0,3495
만수중앙신용협동조합,1,4.0,4478
미래에셋벤처투자(주),1,5.0,9359
미원,1,2.0,3178
바라카글로벌(주),1,4.0,0
백구농업협동조합,1,5.0,4030
북악새마을금고,1,1.0,2875
사핀다그룹,1,3.0,0
성보,1,3.0,2642
수원농업협동조합,1,2.0,7033
순천농업협동조합,1,5.0,3956
스마트(주),1,3.0,2695
신서해신용협동조합,1,2.0,0
씨에스홀딩스(유),1,3.0,5959
씨제이창업투자(주),1,2.0,3075
아크임팩트자산운용(주),1,3.0,4100
알토스벤처스,1,5.0,0
양구농업협동조합,1,4.0,3900
언페일링프렌드(주),1,5.0,0
에셋디자인투자자문(주),1,5.0,2616
에스비아이2저축은행(주),1,3.0,3413
에이치아이네트워크(주),1,3.0,3818
엠지엠코퍼레이션(주),1,3.0,1613
엠케이손해사정(주),1,3.0,0
우리에프앤아이(주),1,0.0,0
율러허미스한국손해보험중개(주),1,4.0,0
이천신용협동조합,1,1.0,5002
장안신용협동조합,1,3.0,2145
전곡농업협동조합,1,4.0,5119
중소기업정책자금지원센터(주),1,1.0,0
지테크,1,1.0,3588
진부농업협동조합,1,5.0,4696
태원이엔지,1,3.0,2460
파트너스벤처캐피탈(주),1,4.0,0
퓨라,1,4.0,5052
한국양계축산업협동조합,1,4.0,6286
한국지엠신용협동조합,1,3.0,3392
한국평가정보(주),1,5.0,0
한마음새마을금고,1,5.0,6663
한사랑,1,2.0,3280
한신저축은행(주),1,3.0,5686
한평신용협동조합,1,2.0,5525
홍천축산업협동조합,1,2.0,0
화인자산관리(주),1,3.0,0
화정신용협동조합,1,1.0,3840
횡성축산업협동조합,1,3.0,4417
