,리뷰수(개),평점,평균 연봉(만)
동아제약(주),296,3.0,4349
건일제약(주),292,2.4,3931
진양제약(주),285,1.7,3238
충남대학교병원,285,3.1,3746
동성제약(주),281,1.9,3675
(주)시지바이오,280,2.6,4080
부광약품(주),279,2.7,4023
(주)종근당바이오,274,2.9,4410
명인제약(주),273,2.2,4601
바이엘코리아(주),273,3.5,5047
하나제약(주),272,2.3,4256
(의)삼광의료재단,268,2.5,3117
(주)비씨월드제약,268,2.4,3488
일성신약(주),266,2.4,3540
(주)유한화학,265,2.2,4354
경북대학교병원,261,3.5,3881
부산대학교병원,259,3.2,3741
자생한방병원,259,2.5,3125
동화약품(주),257,3.7,5022
유유제약(주),256,2.6,4083
사회복지법인 밀알복지재단,255,2.6,3286
삼아제약(주),255,2.5,3715
제이더블유신약(주),254,2.2,4329
영진약품(주),250,3.0,4988
고려제약(주),243,1.9,3054
연세대학교 의과대학 강남세브란스병원,234,2.9,4777
경희의료원,232,3.1,4136
(주)펜믹스,231,2.7,3605
현대약품(주),231,3.0,4815
중앙대학교병원,230,3.0,4087
메드트로닉코리아(주),229,3.4,4969
삼천당제약(주),227,2.5,4063
원진성형외과,227,3.1,2732
휴마시스(주),222,2.1,3668
삼일제약(주),214,2.8,4423
(주)로킷헬스케어,213,2.0,4941
경남제약(주),213,2.2,3800
연세의료원,211,3.3,5031
순천향대학교부속부천병원,210,2.7,4423
(주)더좋은,208,2.3,2491
(주)녹십자셀,206,2.4,3421
이대목동병원,206,3.0,4757
(주)사이넥스,205,2.6,4052
대한산업보건협회(사),204,2.9,3848
한림대학교성심병원,204,2.4,4234
보훈공단 중앙보훈병원,203,3.1,3949
건국대학교병원,202,3.1,4379
(주)유바이오로직스,199,2.5,3677
(주)퍼슨,198,2.1,3421
(주)디알텍,197,2.7,3842
(주)한국팜비오,197,2.4,4352
(주)폴루스,195,2.5,3926
한양대학교병원,194,3.2,4212
실로암시각장애인복지관,193,1.9,2903
(주)태준제약,190,2.8,3750
(의)이원의료재단,187,2.4,3818
양산부산대학교병원,187,3.3,3949
대한뉴팜(주),186,2.4,3799
세이브더칠드런코리아,185,3.1,3292
인하대학교의과대학부속병원,185,3.1,4164
한미정밀화학(주),184,3.0,3834
(주)한국얀센,183,3.6,5653
국립중앙의료원,183,2.8,4391
(주)글락소스미스클라인,182,3.7,7856
건양대학교병원,178,2.4,3724
삼진제약(주),178,3.1,4965
아주약품(주),178,2.8,4160
아산제약(주),177,2.2,3280
동아대학교병원,176,2.7,3874
한국프라임제약(주),176,2.0,2975
(주)제넥신,173,2.6,4351
(주)에스엘에스바이오,172,1.4,3198
(주)CMG제약,170,1.8,3295
녹십자의료재단,170,2.2,3537
명지병원,170,2.5,3490
(주)메드파크,167,1.6,3333
강동경희대학교병원,167,3.4,4043
순천향대학교부속천안병원,167,2.8,4077
(주)에스텍파마,166,2.7,3449
콜마비앤에이치(주)푸디팜사업부문,166,2.3,4388
(주)파마리서치,162,3.0,4212
알보젠코리아(주),161,2.7,5094
(주)메타바이오메드,159,2.9,3213
서울특별시서울의료원,159,2.8,3624
메디포스트(주),158,3.2,3774
충북대학교병원,158,3.2,4086
성균관대학교 삼성창원병원,157,2.8,4059
조아제약(주),156,2.6,3888
한국유니온제약(주),156,1.9,3180
서울특별시보라매병원,155,3.3,4348
소람한방병원,155,1.7,4473
승가원,155,2.4,3089
대웅바이오(주),152,3.2,4566
전남대학교병원,152,2.9,4080
한화제약(주),152,2.7,4206
국제약품(주),150,2.8,4200
(의)온그룹의료재단 온종합병원,145,2.0,2866
(주)오리엔트바이오,144,1.9,2933
(주)마더스제약,143,2.5,3699
(주)한국백신,143,2.8,3785
한림대학교의료원,141,2.0,3945
(주)다림바이오텍,140,2.4,4277
(주)래피젠,140,2.0,3889
(주)차바이오텍,140,2.4,3728
(주)이수앱지스,137,2.7,4756
(주)서울제약,136,2.7,3601
대정화금(주),136,2.3,3359
이니스트에스티(주),136,2.1,3367
전북대학교병원,136,3.2,3599
(주)바이오넷,134,2.4,3464
보령바이오파마(주),133,2.3,4419
한국코러스(주),133,2.2,3141
신신제약(주),132,2.3,4158
(주)코스모진텍,131,2.0,2634
인제대학교부산백병원,131,2.9,4101
(주)얀센백신,130,3.6,5311
경상대학교병원,130,3.2,3625
제이더블유생명과학(주),130,3.1,4539
(주)쎌바이오텍,129,2.2,3881
연세대학교 원주세브란스기독병원,129,3.1,4363
강원대학교병원,128,3.1,3265
동국대학교 일산병원,128,2.8,3783
울산대학교병원,124,3.4,4363
(주)제뉴원사이언스,123,2.7,4588
에스케이바이오랜드(주),123,2.7,3829
콜마파마(주),123,2.5,4274
한국오츠카제약(주),123,3.4,5106
한림대학교강남성심병원,123,2.4,4119
대자인병원,121,2.0,2862
바디텍메드(주),121,3.3,3562
(주)바이오노트,120,2.9,4615
(주)인트론바이오테크놀로지,119,2.2,3252
(주)녹십자웰빙,118,2.8,4412
고려대학교 안산병원,118,3.0,4315
오산한국병원,118,2.0,2583
(주)한국비엔씨,117,2.6,3521
(주)메디트,116,3.1,4833
(주)셀리버리,116,2.7,3626
가톨릭대학교 부천성모병원,115,3.3,4142
의료법인인성의료재단 한림병원,115,2.2,3031
(주)비보존제약,114,2.2,3543
(주)알바이오,114,1.8,3035
차병원,114,2.3,3463
테고사이언스(주),112,2.6,3394
구주제약(주),111,2.5,3677
화일약품(주),111,2.3,3363
대전선병원,110,2.4,3341
애니젠(주),110,1.7,3058
코오롱제약(주),109,3.1,4412
(주)다산제약,108,2.5,3653
(주)바이오인프라,107,2.1,3488
에스케이플라즈마(주),107,2.7,4305
에스트라(주),107,2.4,4785
피씨엘(주),107,2.2,3823
(주)엔케이맥스,106,2.4,3226
가톨릭대학교 의정부성모병원,105,3.2,4181
부민병원,105,2.1,3255
엔티엘의료재단,105,2.5,2848
(의)하나로의료재단,104,2.4,2799
제이더블유홀딩스(주),104,2.9,4674
고신대학교 복음병원,103,3.2,4229
나누리병원,103,2.1,2872
(재)서울의과학연구소,101,2.7,3659
파미셀(주),101,2.4,3381
(주)엔지켐생명과학,100,2.0,3179
(의)미래의료재단,99,2.7,3132
(주)에스피엘,99,2.2,3312
삼성어린이집,99,2.7,2762
(주)국전약품,98,2.6,3805
알리코제약(주),98,2.1,4104
한마음창원병원,98,2.2,3347
인제대학교 해운대백병원,97,3.0,4024
한국신약(주),95,1.7,2445
에이치엘비제약(주),94,2.8,3253
홀트아동복지회,94,2.4,2955
(주)중앙백신연구소,93,3.2,3202
(주)한서켐,93,2.4,3570
검단탑병원,90,2.4,3148
서울순천향대학교병원,90,2.7,4233
성심의료재단 강동성심병원,90,2.9,3856
효산의료재단안양샘병원샘한방병원,90,2.1,3084
엘지생명과학(주),89,3.6,5172
한림대학교 동탄성심병원,89,2.4,4451
엘앤씨바이오(주),88,2.4,3471
한신메디피아의원,87,2.4,2809
미래제약(주),86,1.5,2503
올리패스(주),86,2.5,4175
(사)한국나눔연맹,85,2.8,3335
(주)헥토헬스케어,85,3.1,4129
나나성형외과,84,2.9,3130
녹십자수의약품(주),84,2.8,3446
(주)시믹코리아,83,2.7,4866
(주)한국아브노바,83,2.0,3975
(주)나음케어,82,3.7,3990
(주)바이오닉스,82,2.3,3076
부천대성병원,82,1.5,2428
(주)셀루메드,81,2.3,3066
미쓰비시다나베파마코리아(주),81,3.0,4226
싸토리우스코리아바이오텍(주),81,3.4,4598
월드쉐어,81,1.7,2709
(주)녹십자홀딩스,79,3.4,5011
(의)한국의료재단,1,3.0,0
(사)굿피플인터내셔널,76,2.6,2844
우리들병원,76,2.7,2946
(주)옵투스제약,75,2.9,3883
그랜드 성형외과병원,75,2.0,3010
대우제약,75,2.5,2940
위더스제약(주),75,3.0,3648
대한약품공업(주),74,2.4,4184
디아이디바이오(주),74,2.0,2753
(주)네이처셀,73,1.9,3088
에스케이바이오팜(주),73,3.1,5643
하원제약(주),73,2.2,3348
(주)바이오솔루션,72,2.1,3394
(주)인성메디칼,72,2.1,3236
(주)한국피엠지제약,72,2.0,3225
삼익제약(주),72,2.3,3554
(주)테라젠바이오,71,2.4,3559
(주)푸르고바이오로직스,71,2.7,4068
(주)한국로슈,71,3.7,6272
대구파티마병원,71,2.5,3608
초당약품공업(주),71,2.1,3434
한올바이오파마(주),71,3.1,4513
(주)세운메디칼,69,2.3,3084
(주)안트로젠,69,2.3,3541
대진의료재단분당제생병원,69,2.5,3933
밝은눈안과,69,2.7,2977
(의)한성재단포항세명기독병원,68,2.6,3590
(주)큐라티스,68,2.1,4104
연세세브란스병원,68,3.2,4708
한국파스퇴르연구소,68,3.0,4499
국립재활원재활병원,67,2.6,3586
우진비앤지(주),67,2.3,3401
뷰성형외과,66,2.8,3161
서울특별시서남병원,66,2.8,4173
(주)오스테오닉,65,1.8,3065
(주)옵티팜,65,2.5,3633
리엔장의원 강남점,65,2.8,3013
성원애드콕제약(주),65,1.5,2787
혜민병원,65,2.4,3024
(주)넥스젠바이오,64,3.3,3454
(주)메디에이지,64,2.4,4054
멀츠코리아,64,2.7,4976
한전의료재단(의) 한일병원,64,3.1,3388
(주)그래디언트,63,2.7,3778
(주)루닛,63,4.0,5271
(주)수젠텍,63,3.2,3689
대동병원,63,2.2,3309
청주성모병원,63,2.5,2901
케이지씨예본(주),63,2.0,3148
한국다이이찌산쿄(주),63,3.9,5044
(주)알테오젠,62,1.8,3897
(주)파이토웨이,62,3.3,4304
알피코프(주),62,2.5,3082
삼육서울병원,61,2.5,3341
비앤빛강남밝은세상안과,58,2.9,3128
서울대학교치과병원,58,3.1,4206
이엔셀(주),58,1.8,4128
강릉아산병원,57,3.2,4428
라이브치과병원,57,3.0,3223
서울척병원,57,2.1,2925
기린성형외과의원,56,2.1,3235
(재)푸른나무 청예단,55,2.4,2731
(주)아이메디신,55,2.7,4616
원진재단부설녹색병원,55,2.8,3230
(주)다림티센,54,3.0,4407
(주)이글벳,54,2.0,2822
누베베한의원 분당점,54,3.4,3270
봄빛병원,54,1.8,2512
사회복지법인한국컴패션,54,4.0,3275
케어링(주),54,2.8,3049
홍익병원,54,2.4,3155
(주)진매트릭스,53,2.3,4621
하늘안과의원,53,2.3,2729
농업회사법인(주)에프앤피,52,1.5,2839
동수원병원,52,2.0,2985
스미스앤드네퓨(주),52,3.6,4756
영동제약(주),52,2.8,3377
(재)천주교부산교구부산성모병원,51,2.8,3136
(주)셀레믹스,51,2.4,3704
(주)엔젠바이오,51,2.8,3761
(주)이뮨메드,51,2.0,4024
바이오이즈(주),51,1.7,3355
(주)시어스제약,50,1.6,3309
센트럴병원,50,2.1,2611
(주)쎌바이오텍인터내셔날,49,2.1,4319
(주)아이티켐,49,1.8,3684
(주)젠큐릭스,49,2.3,3987
(주)퀀타매트릭스,49,2.6,4107
국제백신연구소,49,3.1,3886
(주)화이트생명과학,48,2.8,3230
(주)지놈앤컴퍼니,47,3.2,4267
미추홀병원,47,2.5,2737
(주)중겸,46,2.8,3151
(주)팬젠,46,2.2,3054
유케이케미팜,46,1.7,3727
제노플랜코리아(주),46,3.0,3447
포항성모병원,46,3.0,3528
한솔병원,45,2.0,2752
(주)휴이노,44,3.3,4899
레즈메드코리아(유),44,2.9,4233
(주)대성미생물연구소,43,2.3,3315
네오뉴트라(주),43,3.1,3504
소노바코리아(유),43,2.5,4131
예손병원,43,2.1,2841
프레지니우스카비코리아(주),43,3.3,5088
한림대학교한강성심병원,43,3.0,3612
(재)행복나눔재단,42,3.1,4261
바른세상병원,42,2.9,3239
씨앤피차앤박피부과,42,2.5,2504
오스틴제약(주),42,1.5,3290
(주)라이트팜텍,41,2.1,2893
(주)비지팅엔젤스코리아,41,2.0,2371
대희화학(주),41,1.6,3284
인솔(주),41,2.5,3855
(주)인실리코젠,40,2.9,3747
미라셀(주),40,3.0,3890
아퓨어스(주),40,2.2,3182
화성중앙종합병원,40,2.1,2465
(주)와이디생명과학,39,1.6,3300
서울여성병원,39,2.3,2650
에이티지씨(주),39,2.9,3599
힘찬병원,39,2.7,2885
(의)성삼의료재단미즈메디병원,38,2.9,2906
(재)한.호기독교선교회일신기독병원,38,2.6,2939
(주)바이오세움,38,1.7,3261
경기도의료원,38,3.1,3066
대항병원,38,3.3,2815
큐렉소(주),38,3.2,4218
튼튼병원,38,2.6,2638
(주)와이바이오로직스,37,2.4,4479
국가임상시험지원재단,37,2.4,5027
서울시니어스타워(주),37,2.5,2788
센트럴메디컬서비스(주),37,3.0,3590
소야그린텍(주),37,2.6,3003
(주)리엔젠,36,2.1,3582
(주)메디라인액티브코리아,36,2.1,3330
(주)바이오포아,36,1.9,3150
셀론텍(주),36,2.0,3788
(재)한국나눔장학재단,35,2.8,3626
(주)제놀루션,35,2.0,4089
한국에자이(주),35,3.3,5916
(의)경동의료재단효성병원,34,3.0,2665
(주)메디안디노스틱,34,3.6,3451
리더스헬스케어영상의학과의원,34,2.1,2993
웰스바이오(주),34,1.9,3719
(주)유라이크코리아,33,2.5,3553
(주)케어사이드,33,2.0,3319
광명성애병원,33,2.5,4176
노을(주),33,3.8,4751
메디스캔의원,33,3.8,2996
바이오플러스(주),33,2.9,4645
제주한라병원,33,2.1,2908
(주)고려비엔피,32,2.4,3218
(주)비오메리으코리아,32,2.8,4287
(주)엠디뮨,32,1.8,3492
강남베드로병원,32,2.1,2987
김해중앙병원,32,2.3,2846
(의)마리아의료재단,31,2.2,2837
(주)듀켐바이오,31,2.4,3531
(주)세포바이오,31,2.2,2988
(주)스누콘,31,1.8,2839
모커리한방병원,31,2.9,2498
아이리움안과의원,31,2.8,3226
알지노믹스(주),31,2.4,4029
유노성형외과,31,2.8,2999
(주)래디안,30,2.5,2631
(주)메디칼파크,30,2.6,3620
(주)메디팁,30,2.7,4035
남양주한양병원,30,2.6,2772
베데스다병원,30,2.5,2767
사회복지법인대한사회복지회,30,2.2,2795
서산중앙병원,30,2.4,3408
제일바이오(주),30,2.0,2904
티에스성형외과,30,2.4,3077
(주)서린메디케어,29,2.5,4408
(주)아크로스,29,3.2,3713
(주)원진바이오테크놀로지,29,2.9,4731
메리놀병원,29,2.4,3336
베트올(주),29,2.4,2826
올릭스(주),29,3.2,4497
(주)넥스모스,28,1.8,3800
(주)와이브레인,28,3.1,4846
(주)힐세리온,28,1.7,4690
똑똑플란트치과의원,28,3.1,3261
펠릭스킴앤레기진(주),28,1.4,2297
(주)노보믹스,27,1.7,3489
(주)바이오인프라생명과학,27,3.1,3508
(주)아이엠비디엑스,27,2.5,5511
(주)에이피테크놀로지,27,3.2,3767
목동힘찬병원,27,2.8,3423
삼성의료원,27,3.6,5001
슈넬생명과학(주),27,2.4,3165
(주)제넨바이오,26,2.2,3992
21세기병원,26,2.9,2786
국립교통재활병원,26,3.2,3890
더성형외과의원,26,2.9,2795
마음의숲(주),26,2.5,2776
예수병원,26,3.0,3911
인천광역시의료원,26,2.5,3167
자인메디병원,26,2.2,2881
제일메딕스약품,26,2.3,3408
(주)바이오다인,25,3.1,6078
(주)제너럴네트,25,2.0,2670
남산병원,25,3.0,2505
신촌연세병원,25,2.2,2850
에이치로보틱스(주),25,2.6,4789
을지대학병원,25,1.9,3097
의료법인오성의료재단동군산병원,25,2.4,3765
(주)셀로맥스,24,2.0,3435
(주)셀젠텍,24,3.0,3038
(주)에스엘메디케어,24,2.5,2712
JW정원성형외과,24,2.8,3030
광주기독병원,24,3.0,3148
바이로큐어(주),24,1.5,3574
원데이치과의원,24,3.3,2641
의료법인안은의료재단부평세림병원,24,2.2,3629
의료법인청구성심병원,24,2.0,2885
인제대학교백병원,24,2.7,4282
(의)강릉동인병원,23,2.5,2970
(주)기산과학,23,2.6,3787
(주)베르티스,23,2.9,4439
(주)씨와이,23,2.0,2767
(주)에스와이메디케어,23,3.3,3387
(주)오비이랩,23,2.8,3998
강남구립행복요양병원,23,2.5,2857
게르베코리아(주),23,3.3,5716
더와이즈치과병원,23,3.8,2787
로담한의원,23,2.0,2415
바이젠셀(주),23,2.8,4307
세웅병원,23,2.7,3325
신가병원,23,2.5,2794
한국썸벧(주),23,2.9,3109
한일과학산업(주),23,2.5,3472
(주)휴런,22,3.3,5052
부산미래아이에프씨의원,22,2.2,2730
연세바른병원,22,2.1,2673
인애가한방병원,22,2.0,2400
클린업피부과 영등포점,22,2.5,3097
프로탄바이오(주),22,3.0,3510
한국병원,22,2.2,2671
(주)뉴냅스,21,3.2,5984
(주)라피네홀딩스,21,1.3,3284
(주)앱솔로지,21,3.0,4623
(주)제이씨헬스케어,21,2.5,2778
글로벌라이프사이언스솔루션즈코리아(유),21,3.7,4170
안산21세기병원,21,2.3,2896
울산병원,21,2.3,3752
플랜트치과,21,2.8,2471
휴병원,21,1.9,2721
(의)새움의료재단 새움병원,20,3.0,2929
(의)중앙의료재단,20,1.2,2226
(주)씨드모젠,20,2.8,3376
더라인성형외과의원,20,3.0,3976
에스씨301의원,20,3.5,3313
에이치에스바이오(주),20,3.0,3728
장스여성병원,20,1.6,2568
전라북도군산의료원,20,2.8,4434
지에스안과,20,2.8,3170
(주)렌즈맘,19,2.4,2767
(주)압타머사이언스,19,2.9,3678
(주)티에이치케이컴퍼니,19,2.4,4092
러스크분당병원,19,2.1,2707
문경제일병원,19,2.5,2962
서송병원,19,1.9,3541
임팩트워커스,19,3.0,2648
(주)시선바이오머티리얼스,18,2.6,3898
(주)지플러스생명과학,18,2.4,5703
경상북도김천의료원,18,2.2,2842
서호병원,18,3.1,2762
선우의료재단비에이치에스한서병원,18,2.2,3182
추병원,18,2.2,2740
한국안전보건협회,18,2.2,2798
(사)전국지역아동센터협의회,17,1.9,2681
(주)하스,17,2.5,3764
금천호암노인종합복지관,17,3.5,3134
미래병원,17,3.6,2854
사회복지법인 열매나눔재단,17,3.1,2762
영도병원,17,2.0,3465
의료법인서봉의료재단보강병원,17,2.6,3148
큰솔병원,17,2.8,3388
해운대나눔과행복병원,17,3.4,2975
(주)셀라토즈테라퓨틱스,16,3.5,4011
(주)테라펙스,16,3.6,3907
구병원,16,2.8,3509
대전우리병원,16,2.9,3923
라연한의원,16,1.9,3854
로체스터병원,16,2.3,2543
사회복지법인다일복지재단,16,1.9,2614
우암병원,16,2.1,2508
의료법인명지의료재단,16,2.6,4391
인천기독병원,16,2.6,2979
(주)엠원코리아,15,3.0,2266
(주)큐어팜텍,15,2.8,3099
닥터에버스의원,15,2.8,3019
디어젠(주),15,2.3,4178
목암생명과학연구소,15,3.7,4923
사회복지법인엔젤스헤이븐,15,2.3,3140
성균관대학교 자연과학대학원,15,3.3,2725
성이바이오(주),15,2.0,3656
시립남부장애인종합복지관,15,2.7,2886
아나토마지코리아(주),15,1.6,3586
아름다운강산병원,15,2.8,2298
충주의료원,15,2.5,3211
한신약품(주),15,2.1,2644
(주)가나알엔디,14,2.9,3491
(주)바이애틱,14,1.5,3629
(주)엑티브온,14,3.4,3623
(주)프로젠,14,2.9,5430
고려수재활요양병원,14,2.4,2609
기쁜우리복지관,14,2.1,2883
두드림성형외과,14,1.9,2819
세종병원(유),14,2.6,3133
아시아드요양병원,14,1.4,3019
아지노모도제넥신(주),14,3.2,4429
에스디,14,2.4,3556
에스비티제약(주),14,2.4,3212
유니바이오테크(주),14,2.5,2360
카디널헬스코리아(유),14,3.9,4449
한도병원,14,2.1,3157
(의)희명의료재단,13,2.4,3298
(주)실버킹,13,1.1,2464
(주)씨어스테크놀로지,13,3.5,4258
(주)아이엠디팜,13,2.3,5075
(주)애드바이오텍,13,2.4,2658
(주)엔게인,13,3.7,2798
드림플란트치과의원,13,2.9,2694
라파메디앙스정형외과의원,13,2.2,2596
메디에이,13,2.6,0
세화그룹,13,2.4,3140
우아성한의원,13,3.0,3322
의정부힐링스병원,13,2.6,2400
진주한일병원,13,2.5,3005
한국도핑방지위원회,13,2.5,4191
해븐리병원,13,1.5,2426
(주)나노헬릭스,12,3.2,4007
강동구보건소,12,3.4,2298
굿윌스토어,12,3.3,2968
동원지엔씨,12,2.6,2281
바로본병원,12,2.3,2298
부산광역시장애인종합복지관,12,3.2,3150
성석의료재단동작경희병원(재),12,1.5,2668
은성의료재단,12,2.4,2333
의료법인합포의료재단 에스엠지연세병원,12,1.3,3334
진천성모병원,12,2.5,2377
한사랑병원,12,2.4,2438
(의)창덕의료재단,11,2.2,4488
(주)메디파인코퍼레이션,11,2.9,3639
(주)비보존,11,2.7,4593
(주)에스엘포젠,11,1.7,4530
(주)참약사,11,3.5,3865
덴키스트(주),11,3.1,3305
디스크닥터(주),11,3.0,3455
마더스병원,11,2.6,2912
모즈의원,11,3.6,0
브래덤기념병원,11,2.6,2630
서울대학교동물병원,11,2.9,2646
아이템성형외과,11,3.1,2808
의료법인실로암안과병원,11,2.7,3203
이피에스인터내셔널코리아(주),11,3.0,5021
인천적십자병원,11,3.7,2603
일산21세기병원,11,1.6,0
태화기독교사회복지관,11,4.1,2396
(주)넷타겟,10,3.5,0
(주)세이프닥,10,3.8,0
(주)에스엘백시젠,10,2.0,5041
(주)인투인월드,10,1.4,3107
(주)지아이바이옴,10,3.8,0
(주)지엔티파마,10,2.4,4346
(주)파나막스,10,4.9,0
강서송도병원,10,2.3,2415
나누리수원병원,10,2.2,2581
누베베한의원 잠실점,10,1.9,2735
뉴스타의원,10,3.0,0
대전복지재단(재),10,4.0,3413
비티오제약(주),10,2.5,2300
아스렉스코리아(유),10,3.5,3477
의료법인본플러스재단분당병원,10,2.1,3223
의료법인성광의료재단강남차의원,10,2.6,3735
의료법인인천사랑의료재단,10,2.4,4182
의료법인좋은사람들여수성심병원,10,1.1,2298
이화의료원,10,3.4,5343
임이석테마피부과의원,10,2.9,2293
한마음병원,10,2.6,2730
(주)마이크로바이오틱스,9,2.6,3523
(주)스마일랩,9,4.9,4836
(주)피플바이오,9,2.8,4196
다움성형외과의원,9,3.9,2875
동래나눔과행복병원,9,4.2,2295
바른병원,9,2.4,2609
새한산업(주),9,2.2,3166
신라젠(주),9,2.2,3594
의료법인명경의료재단,9,2.3,2692
(의)청천의료재단,8,2.6,2774
(주)알메디카,8,2.8,3145
(주)에덴룩스,8,3.0,3094
(주)지투지바이오,8,3.3,4638
(주)진캐스트,8,2.8,3836
(주)편강,8,2.9,3581
JS노송병원,8,1.6,2987
금왕태성병원,8,1.6,0
대구카톨릭대학교병원,8,2.4,4187
동진국제엠비무역(주),8,3.5,3016
드림요양병원,8,2.8,2432
드림파마(주),8,3.3,4021
모아만의원,8,1.4,3581
온고을재활의학과병원,8,2.0,2454
유정아이텍(주),8,3.0,3058
전라북도남원의료원,8,3.0,2940
파마사이언스코리아(주),8,2.6,5316
하늘빛 재활의학병원,8,2.5,2817
하이메디칼(주),8,2.3,4292
한국옵텍,8,3.4,4587
(주)바이오뱅크힐링,7,1.4,2795
(주)비앤코리아,7,2.6,2925
(주)안지오랩,7,2.9,4663
(주)이노파마스크린,7,2.3,3293
(주)파나시,7,2.6,4817
강남성모안과,7,1.7,1755
목포중앙병원,7,2.7,2669
샘병원,7,2.6,2800
수정안과,7,1.6,1755
압구정미라클의원,7,1.7,2959
윈클리닉,7,2.1,2298
한우리요양병원,7,2.6,2605
(주)가이스트리히코리아,6,4.0,4781
(주)뉴트리션코트,6,1.7,2921
(주)레보스케치,6,2.5,3201
(주)비비에이치씨,6,2.5,3256
(주)세닉스바이오테크,6,4.2,3807
(주)인젝타,6,1.8,3385
(주)킹고바이오,6,4.2,0
강원도재활병원,6,3.3,2820
누베베한의원 강남점,6,2.3,1365
대양디앤티(주),6,3.0,3681
반니성형외과의원,6,2.8,4875
성남중앙병원,6,2.2,3943
씨케이(주),6,2.2,2607
워너비성형외과,6,2.8,3158
의료법인석경의료재단,6,2.3,4595
큰나무병원,6,2.7,2553
파티마병원,6,2.7,3127
한성신약(주),6,1.2,2934
한전병원,6,3.2,3300
홀로스메딕(주),6,2.0,2862
(주)부산에이스파마,5,2.8,3040
(주)비움텍,5,2.4,2807
(주)에스디메디컬,5,2.2,3274
(주)에이앤엘바이오,5,2.4,3959
(주)엠디바이오랩,5,3.2,5384
거제백병원,5,3.6,2519
광개토병원,5,3.2,3280
국군양주병원,5,3.2,4030
누베베한의원 홍대점,5,3.2,0
대구포교성베네딕도수녀회파티마병원(재),5,2.6,4680
라라한방병원,5,1.8,0
라비앙성형외과의원,5,1.4,3054
미래로병원,5,2.2,2336
미래여성병원,5,2.2,2298
베스트힐스요양병원,5,2.8,3075
부천21세기병원,5,3.2,2535
사회복지법인기쁜우리월드,5,2.4,3259
소프트지노믹스(주),5,3.2,0
양지홈재단,5,3.0,2444
여수애양병원,5,3.0,2881
연세로하스(주),5,1.8,2925
의료법인백송의료재단,5,2.0,3653
의료법인축령복음병원,5,1.8,2476
제이씨빛소망안과의원,5,2.0,3476
티유치과,5,3.4,0
한국조혈모세포은행협회,5,2.8,2795
효사랑송정요양병원,5,3.0,3967
(주)다림양행,4,3.3,5368
(주)메디웨일,4,3.3,0
(주)메타큐라,4,3.8,3013
(주)바이오컴플릿,4,1.8,3911
(주)아델,4,2.5,3535
(주)알트리젠,4,3.5,3233
(주)애거슨바이오,4,4.3,3641
(주)에스엔바이오사이언스,4,2.5,0
(주)엑소시스템즈,4,4.5,4655
(주)와이즈셀렉션,4,3.0,3038
(주)이지솔루텍,4,4.0,3079
